id,keywordsSequenceFR-NEW,keywordsSequenceNL,kuuSequence,sequenceLevel,idL1,keywordsFrL1,keywordsNlL1,idL2,keywordsFrL2,keywordsNlL2,idL3,keywordsFrL3,keywordsNlL3,idL4,keywordsFrL4,keywordsNlL4,idL5,keywordsFrL5,keywordsNlL5
KUD2-14-4-6-2,DROIT CIVIL - DONATIONS ET TESTAMENTS - Testaments - Legs universel,BURGERLIJK RECHT - SCHENKINGEN EN TESTAMENTEN - Testamenten - Algemeen legaat,[KUU2]-[KUU2-14]-[KUU2-14-4]-[KUU2-14-4-6]-[KUU2-14-4-6-2],L5,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-14,DONATIONS ET TESTAMENTS,SCHENKINGEN EN TESTAMENTEN,KUU2-14-4,Testaments,Testamenten,KUU2-14-4-6,,,KUU2-14-4-6-2,Legs universel,Algemeen legaat
KUD2-14-4-6-4,DROIT CIVIL - DONATIONS ET TESTAMENTS - Testaments - Legs particulier,BURGERLIJK RECHT - SCHENKINGEN EN TESTAMENTEN - Testamenten - Bijzonder legaat,[KUU2]-[KUU2-14]-[KUU2-14-4]-[KUU2-14-4-6]-[KUU2-14-4-6-4],L5,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-14,DONATIONS ET TESTAMENTS,SCHENKINGEN EN TESTAMENTEN,KUU2-14-4,Testaments,Testamenten,KUU2-14-4-6,,,KUU2-14-4-6-4,Legs particulier,Bijzonder legaat
KUD2-14-4-8,DROIT CIVIL - DONATIONS ET TESTAMENTS - Testaments - Révocation,BURGERLIJK RECHT - SCHENKINGEN EN TESTAMENTEN - Testamenten - Herroeping,[KUU2]-[KUU2-14]-[KUU2-14-4]-[KUU2-14-4-8],L4,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-14,DONATIONS ET TESTAMENTS,SCHENKINGEN EN TESTAMENTEN,KUU2-14-4,Testaments,Testamenten,KUU2-14-4-8,Révocation,Herroeping,,,
KUD2-14-5,DROIT CIVIL - DONATIONS ET TESTAMENTS - Institution d'héritier,BURGERLIJK RECHT - SCHENKINGEN EN TESTAMENTEN - Erfstelling,[KUU2]-[KUU2-14]-[KUU2-14-5],L3,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-14,DONATIONS ET TESTAMENTS,SCHENKINGEN EN TESTAMENTEN,KUU2-14-5,Institution d'héritier,Erfstelling,,,,,,
KUD2-14-6,DROIT CIVIL - DONATIONS ET TESTAMENTS - Partage d'ascendants,BURGERLIJK RECHT - SCHENKINGEN EN TESTAMENTEN - Ascendentenverdeling,[KUU2]-[KUU2-14]-[KUU2-14-6],L3,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-14,DONATIONS ET TESTAMENTS,SCHENKINGEN EN TESTAMENTEN,KUU2-14-6,Partage d'ascendants,Ascendentenverdeling,,,,,,
KUD2-14-7,DROIT CIVIL - DONATIONS ET TESTAMENTS - Donation contrat de mariage,BURGERLIJK RECHT - SCHENKINGEN EN TESTAMENTEN - Schenking huwelijkscontract,[KUU2]-[KUU2-14]-[KUU2-14-7],L3,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-14,DONATIONS ET TESTAMENTS,SCHENKINGEN EN TESTAMENTEN,KUU2-14-7,Donation contrat de mariage,Schenking huwelijkscontract,,,,,,
KUD2-15,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,[KUU2]-[KUU2-15],L2,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,,,,,,,,,
KUD2-15-1,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Généralités (droit des obligations - principes généraux),BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Algemeen (verbintenissenrecht - algemene beginselen),[KUU2]-[KUU2-15]-[KUU2-15-1],L3,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-1,Généralités (droit des obligations - principes généraux),Algemeen (verbintenissenrecht - algemene beginselen),,,,,,
KUD2-15-2,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Notion,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Begrip,[KUU2]-[KUU2-15]-[KUU2-15-2],L3,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-2,Notion,Begrip,,,,,,
KUD2-15-3,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Obligation naturelle,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Natuurlijke verbintenis,[KUU2]-[KUU2-15]-[KUU2-15-3],L3,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-3,Obligation naturelle,Natuurlijke verbintenis,,,,,,
KUD2-15-4,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Acte juridique unilatéral,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Eenzijdige rechtshandeling,[KUU2]-[KUU2-15]-[KUU2-15-4],L3,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-4,Acte juridique unilatéral,Eenzijdige rechtshandeling,,,,,,
KUD2-15-5,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Quasi-contrats,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Oneigenlijke contracten,[KUU2]-[KUU2-15]-[KUU2-15-5],L3,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-5,Quasi-contrats,Oneigenlijke contracten,,,,,,
KUD2-15-5-1,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Quasi-contrats - Généralités,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Oneigenlijke contracten - Algemeen,[KUU2]-[KUU2-15]-[KUU2-15-5]-[KUU2-15-5-1],L4,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-5,Quasi-contrats,Oneigenlijke contracten,KUU2-15-5-1,Généralités,Algemeen,,,
KUD2-15-5-2,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Quasi-contrats - Gestion d'affaire,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Oneigenlijke contracten - Zaakwaarneming,[KUU2]-[KUU2-15]-[KUU2-15-5]-[KUU2-15-5-2],L4,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-5,Quasi-contrats,Oneigenlijke contracten,KUU2-15-5-2,Gestion d'affaire,Zaakwaarneming,,,
KUD2-15-5-3,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Quasi-contrats - Paiement indu,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Oneigenlijke contracten - Onverschuldigde betaling,[KUU2]-[KUU2-15]-[KUU2-15-5]-[KUU2-15-5-3],L4,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-5,Quasi-contrats,Oneigenlijke contracten,KUU2-15-5-3,Paiement indu,Onverschuldigde betaling,,,
KUD2-15-5-4,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Quasi-contrats - Enrichissement sans cause,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Oneigenlijke contracten - Verrijking zonder oorzaak,[KUU2]-[KUU2-15]-[KUU2-15-5]-[KUU2-15-5-4],L4,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-5,Quasi-contrats,Oneigenlijke contracten,KUU2-15-5-4,Enrichissement sans cause,Verrijking zonder oorzaak,,,
KUD2-15-6,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Modalités,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Modaliteiten,[KUU2]-[KUU2-15]-[KUU2-15-6],L3,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-6,Modalités,Modaliteiten,,,,,,
KUD2-15-6-2,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Modalités - Obligation conditionnelle,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Modaliteiten - Voorwaardelijke verbintenis,[KUU2]-[KUU2-15]-[KUU2-15-6]-[KUU2-15-6-2],L4,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-6,Modalités,Modaliteiten,KUU2-15-6-2,Obligation conditionnelle,Voorwaardelijke verbintenis,,,
KUD2-15-6-2-1,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Modalités - Obligation conditionnelle - Généralités,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Modaliteiten - Voorwaardelijke verbintenis - Algemeen,[KUU2]-[KUU2-15]-[KUU2-15-6]-[KUU2-15-6-2]-[KUU2-15-6-2-1],L5,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-6,Modalités,Modaliteiten,KUU2-15-6-2,Obligation conditionnelle,Voorwaardelijke verbintenis,KUU2-15-6-2-1,Généralités,Algemeen
KUD2-15-6-2-3,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Modalités - Obligation conditionnelle - Potestative,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Modaliteiten - Voorwaardelijke verbintenis - Potestatieve,[KUU2]-[KUU2-15]-[KUU2-15-6]-[KUU2-15-6-2]-[KUU2-15-6-2-3],L5,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-6,Modalités,Modaliteiten,KUU2-15-6-2,Obligation conditionnelle,Voorwaardelijke verbintenis,KUU2-15-6-2-3,Potestative,Potestatieve
KUD2-15-6-2-4,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Modalités - Obligation conditionnelle - Mixte,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Modaliteiten - Voorwaardelijke verbintenis - Gemengde,[KUU2]-[KUU2-15]-[KUU2-15-6]-[KUU2-15-6-2]-[KUU2-15-6-2-4],L5,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-6,Modalités,Modaliteiten,KUU2-15-6-2,Obligation conditionnelle,Voorwaardelijke verbintenis,KUU2-15-6-2-4,Mixte,Gemengde
KUD2-15-6-2-5,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Modalités - Obligation conditionnelle - Accomplissement,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Modaliteiten - Voorwaardelijke verbintenis - Vervulling,[KUU2]-[KUU2-15]-[KUU2-15-6]-[KUU2-15-6-2]-[KUU2-15-6-2-5],L5,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-6,Modalités,Modaliteiten,KUU2-15-6-2,Obligation conditionnelle,Voorwaardelijke verbintenis,KUU2-15-6-2-5,Accomplissement,Vervulling
KUD2-15-6-2-6,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Modalités - Obligation conditionnelle - Effet rétroactif,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Modaliteiten - Voorwaardelijke verbintenis - Terugwerkende kracht,[KUU2]-[KUU2-15]-[KUU2-15-6]-[KUU2-15-6-2]-[KUU2-15-6-2-6],L5,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-6,Modalités,Modaliteiten,KUU2-15-6-2,Obligation conditionnelle,Voorwaardelijke verbintenis,KUU2-15-6-2-6,Effet rétroactif,Terugwerkende kracht
KUD2-15-6-2-7,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Modalités - Obligation conditionnelle - Condition suspensive,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Modaliteiten - Voorwaardelijke verbintenis - Opschortende voorwaarde,[KUU2]-[KUU2-15]-[KUU2-15-6]-[KUU2-15-6-2]-[KUU2-15-6-2-7],L5,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-6,Modalités,Modaliteiten,KUU2-15-6-2,Obligation conditionnelle,Voorwaardelijke verbintenis,KUU2-15-6-2-7,Condition suspensive,Opschortende voorwaarde
KUD2-15-6-2-8,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Modalités - Obligation conditionnelle - Condition résolutoire,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Modaliteiten - Voorwaardelijke verbintenis - Ontbindende voorwaarde,[KUU2]-[KUU2-15]-[KUU2-15-6]-[KUU2-15-6-2]-[KUU2-15-6-2-8],L5,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-6,Modalités,Modaliteiten,KUU2-15-6-2,Obligation conditionnelle,Voorwaardelijke verbintenis,KUU2-15-6-2-8,Condition résolutoire,Ontbindende voorwaarde
KUD2-15-6-3,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Modalités - Obligation à terme,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Modaliteiten - Verbintenis met tijdsbepaling,[KUU2]-[KUU2-15]-[KUU2-15-6]-[KUU2-15-6-3],L4,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-6,Modalités,Modaliteiten,KUU2-15-6-3,Obligation à terme,Verbintenis met tijdsbepaling,,,
KUD2-15-6-5,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Modalités - Obligation solidaire,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Modaliteiten - Hoofdelijke verbintenis,[KUU2]-[KUU2-15]-[KUU2-15-6]-[KUU2-15-6-5],L4,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-6,Modalités,Modaliteiten,KUU2-15-6-5,Obligation solidaire,Hoofdelijke verbintenis,,,
KUD2-15-6-5-1,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Modalités - Obligation solidaire - Généralités,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Modaliteiten - Hoofdelijke verbintenis - Algemeen,[KUU2]-[KUU2-15]-[KUU2-15-6]-[KUU2-15-6-5]-[KUU2-15-6-5-1],L5,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-6,Modalités,Modaliteiten,KUU2-15-6-5,Obligation solidaire,Hoofdelijke verbintenis,KUU2-15-6-5-1,Généralités,Algemeen
KUD2-15-6-5-2,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Modalités - Obligation solidaire - Solidarité,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Modaliteiten - Hoofdelijke verbintenis - Hoofdelijkheid,[KUU2]-[KUU2-15]-[KUU2-15-6]-[KUU2-15-6-5]-[KUU2-15-6-5-2],L5,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-6,Modalités,Modaliteiten,KUU2-15-6-5,Obligation solidaire,Hoofdelijke verbintenis,KUU2-15-6-5-2,Solidarité,Hoofdelijkheid
KUD2-15-6-5-3,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Modalités - Obligation solidaire - In solidum,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Modaliteiten - Hoofdelijke verbintenis - In solidum,[KUU2]-[KUU2-15]-[KUU2-15-6]-[KUU2-15-6-5]-[KUU2-15-6-5-3],L5,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-6,Modalités,Modaliteiten,KUU2-15-6-5,Obligation solidaire,Hoofdelijke verbintenis,KUU2-15-6-5-3,In solidum,In solidum
KUD2-15-6-6,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Modalités - Divisible et indivisible,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Modaliteiten - Deelbaar en ondeelbaar,[KUU2]-[KUU2-15]-[KUU2-15-6]-[KUU2-15-6-6],L4,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-6,Modalités,Modaliteiten,KUU2-15-6-6,Divisible et indivisible,Deelbaar en ondeelbaar,,,
KUD2-15-7,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Concours régimes de responsabilité,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Samenloop aansprakelijkheidsregimes,[KUU2]-[KUU2-15]-[KUU2-15-7],L3,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-7,Concours régimes de responsabilité,Samenloop aansprakelijkheidsregimes,,,,,,
KUD2-15-7-2,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Concours régimes de responsabilité - Procédure pénale - droit civil,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Samenloop aansprakelijkheidsregimes - Strafvordering - burgerlijk recht,[KUU2]-[KUU2-15]-[KUU2-15-7]-[KUU2-15-7-2],L4,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-7,Concours régimes de responsabilité,Samenloop aansprakelijkheidsregimes,KUU2-15-7-2,Procédure pénale - droit civil,Strafvordering - burgerlijk recht,,,
KUD2-15-7-3,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Concours régimes de responsabilité - Contractuelle - non contractuelle,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Samenloop aansprakelijkheidsregimes - Contractueel-buitencontractueel,[KUU2]-[KUU2-15]-[KUU2-15-7]-[KUU2-15-7-3],L4,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-7,Concours régimes de responsabilité,Samenloop aansprakelijkheidsregimes,KUU2-15-7-3,Contractuelle - non contractuelle,Contractueel-buitencontractueel,,,
KUD2-15-7-3-1,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Concours régimes de responsabilité - Contractuelle - non contractuelle - Généralités,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Samenloop aansprakelijkheidsregimes - Contractueel-buitencontractueel - Algemeen,[KUU2]-[KUU2-15]-[KUU2-15-7]-[KUU2-15-7-3]-[KUU2-15-7-3-1],L5,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-7,Concours régimes de responsabilité,Samenloop aansprakelijkheidsregimes,KUU2-15-7-3,Contractuelle - non contractuelle,Contractueel-buitencontractueel,KUU2-15-7-3-1,Généralités,Algemeen
KUD2-15-7-3-2,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Concours régimes de responsabilité - Contractuelle - non contractuelle - Agent d'exécution,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Samenloop aansprakelijkheidsregimes - Contractueel-buitencontractueel - Uitvoeringsagent,[KUU2]-[KUU2-15]-[KUU2-15-7]-[KUU2-15-7-3]-[KUU2-15-7-3-2],L5,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-7,Concours régimes de responsabilité,Samenloop aansprakelijkheidsregimes,KUU2-15-7-3,Contractuelle - non contractuelle,Contractueel-buitencontractueel,KUU2-15-7-3-2,Agent d'exécution,Uitvoeringsagent
KUD2-15-8,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Intérêts,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Interest,[KUU2]-[KUU2-15]-[KUU2-15-8],L3,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-8,Intérêts,Interest,,,,,,
KUD2-15-8-1,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Intérêts - Généralités,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Interest - Algemeen,[KUU2]-[KUU2-15]-[KUU2-15-8]-[KUU2-15-8-1],L4,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-8,Intérêts,Interest,KUU2-15-8-1,Généralités,Algemeen,,,
KUD2-15-8-2,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Intérêts - Judiciaires,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Interest - Rechterlijk,[KUU2]-[KUU2-15]-[KUU2-15-8]-[KUU2-15-8-2],L4,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-8,Intérêts,Interest,KUU2-15-8-2,Judiciaires,Rechterlijk,,,
KUD2-15-8-3,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Intérêts - Moratoires,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Interest - Moratoir,[KUU2]-[KUU2-15]-[KUU2-15-8]-[KUU2-15-8-3],L4,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-8,Intérêts,Interest,KUU2-15-8-3,Moratoires,Moratoir,,,
KUD2-15-8-4,DROIT CIVIL - DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX - Intérêts - Compensatoires,BURGERLIJK RECHT - VERBINTENISSENRECHT- ALGEMENE BEGINSELEN - Interest - Vergoedend,[KUU2]-[KUU2-15]-[KUU2-15-8]-[KUU2-15-8-4],L4,KUU2,DROIT CIVIL,BURGERLIJK RECHT,KUU2-15,DROIT DES OBLIGATIONS - PRINCIPES GÉNÉRAUX,VERBINTENISSENRECHT- ALGEMENE BEGINSELEN,KUU2-15-8,Intérêts,Interest,KUU2-15-8-4,Compensatoires,Vergoedend,,,
