id,keywordsSequenceFR-NEW,keywordsSequenceNL,kuuSequence,sequenceLevel,idL1,keywordsFrL1,keywordsNlL1,idL2,keywordsFrL2,keywordsNlL2,idL3,keywordsFrL3,keywordsNlL3,idL4,keywordsFrL4,keywordsNlL4,idL5,keywordsFrL5,keywordsNlL5
KUD6-20,DROIT FISCAL - REDEVANCES RADIO-TÉLÉVISION,FISCAAL RECHT - KIJK- EN LUISTERGELD,[KUU6]-[KUU6-20],L2,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-20,REDEVANCES RADIO-TÉLÉVISION,KIJK- EN LUISTERGELD,,,,,,,,,
KUD6-20-1,DROIT FISCAL - REDEVANCES RADIO-TÉLÉVISION - Généralités (redevances radio-télévision),FISCAAL RECHT - KIJK- EN LUISTERGELD - Algemeen (kijk- en luistergeld),[KUU6]-[KUU6-20]-[KUU6-20-1],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-20,REDEVANCES RADIO-TÉLÉVISION,KIJK- EN LUISTERGELD,KUU6-20-1,Généralités (redevances radio-télévision),Algemeen (kijk- en luistergeld),,,,,,
KUD6-20-5,DROIT FISCAL - REDEVANCES RADIO-TÉLÉVISION - Autres (redevances radio-télévision),FISCAAL RECHT - KIJK- EN LUISTERGELD - Andere (kijk- en luistergeld),[KUU6]-[KUU6-20]-[KUU6-20-5],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-20,REDEVANCES RADIO-TÉLÉVISION,KIJK- EN LUISTERGELD,KUU6-20-5,Autres (redevances radio-télévision),Andere (kijk- en luistergeld),,,,,,
KUD6-21,DROIT FISCAL - ÉCOTAXES,FISCAAL RECHT - MILIEUHEFFINGEN,[KUU6]-[KUU6-21],L2,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-21,ÉCOTAXES,MILIEUHEFFINGEN,,,,,,,,,
KUD6-21-1,DROIT FISCAL - ÉCOTAXES - Généralités (écotaxes),FISCAAL RECHT - MILIEUHEFFINGEN - Algemeen (milieuheffingen),[KUU6]-[KUU6-21]-[KUU6-21-1],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-21,ÉCOTAXES,MILIEUHEFFINGEN,KUU6-21-1,Généralités (écotaxes),Algemeen (milieuheffingen),,,,,,
KUD6-21-3,DROIT FISCAL - ÉCOTAXES - Récipients,FISCAAL RECHT - MILIEUHEFFINGEN - Verpakkingen,[KUU6]-[KUU6-21]-[KUU6-21-3],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-21,ÉCOTAXES,MILIEUHEFFINGEN,KUU6-21-3,Récipients,Verpakkingen,,,,,,
KUD6-21-7,DROIT FISCAL - ÉCOTAXES - Autres (écotaxes),FISCAAL RECHT - MILIEUHEFFINGEN - Andere (milieuheffingen),[KUU6]-[KUU6-21]-[KUU6-21-7],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-21,ÉCOTAXES,MILIEUHEFFINGEN,KUU6-21-7,Autres (écotaxes),Andere (milieuheffingen),,,,,,
KUD6-22,DROIT FISCAL - COTISATIONS SUR L'ÉNERGIE,FISCAAL RECHT - ENERGIETAKS,[KUU6]-[KUU6-22],L2,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-22,COTISATIONS SUR L'ÉNERGIE,ENERGIETAKS,,,,,,,,,
KUD6-22-2,DROIT FISCAL - COTISATIONS SUR L'ÉNERGIE - Cotisations sur l'énergie,FISCAAL RECHT - ENERGIETAKS - Bijdragen op energie,[KUU6]-[KUU6-22]-[KUU6-22-2],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-22,COTISATIONS SUR L'ÉNERGIE,ENERGIETAKS,KUU6-22-2,Cotisations sur l'énergie,Bijdragen op energie,,,,,,
KUD6-23,DROIT FISCAL - IMPÔTS SPÉCIFIQUES ET TEMPORAIRES,FISCAAL RECHT - SPECIFIEKE EN TIJDELIJKE BELASTINGEN,[KUU6]-[KUU6-23],L2,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-23,IMPÔTS SPÉCIFIQUES ET TEMPORAIRES,SPECIFIEKE EN TIJDELIJKE BELASTINGEN,,,,,,,,,
KUD6-23-1,DROIT FISCAL - IMPÔTS SPÉCIFIQUES ET TEMPORAIRES - Cotisation de solidarité - L. 30 mars 1976,FISCAAL RECHT - SPECIFIEKE EN TIJDELIJKE BELASTINGEN - Solidariteitsbijdrage - W. 30 maart 1976,[KUU6]-[KUU6-23]-[KUU6-23-1],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-23,IMPÔTS SPÉCIFIQUES ET TEMPORAIRES,SPECIFIEKE EN TIJDELIJKE BELASTINGEN,KUU6-23-1,Cotisation de solidarité - L. 30 mars 1976,Solidariteitsbijdrage - W. 30 maart 1976,,,,,,
KUD6-23-19,DROIT FISCAL - IMPÔTS SPÉCIFIQUES ET TEMPORAIRES - Déclaration libératoire unique - L. 31 décembre 2003,FISCAAL RECHT - SPECIFIEKE EN TIJDELIJKE BELASTINGEN - Eenmalige bevrijdende aangifte - W. 31 december 2003,[KUU6]-[KUU6-23]-[KUU6-23-19],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-23,IMPÔTS SPÉCIFIQUES ET TEMPORAIRES,SPECIFIEKE EN TIJDELIJKE BELASTINGEN,KUU6-23-19,Déclaration libératoire unique - L. 31 décembre 2003,Eenmalige bevrijdende aangifte - W. 31 december 2003,,,,,,
KUD6-23-2,DROIT FISCAL - IMPÔTS SPÉCIFIQUES ET TEMPORAIRES - Souscription à emprunts de l'État - L. 10 février 1981,FISCAAL RECHT - SPECIFIEKE EN TIJDELIJKE BELASTINGEN - Inschrijving op staatslening - W. 10 februari 1981,[KUU6]-[KUU6-23]-[KUU6-23-2],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-23,IMPÔTS SPÉCIFIQUES ET TEMPORAIRES,SPECIFIEKE EN TIJDELIJKE BELASTINGEN,KUU6-23-2,Souscription à emprunts de l'État - L. 10 février 1981,Inschrijving op staatslening - W. 10 februari 1981,,,,,,
KUD6-23-20,DROIT FISCAL - IMPÔTS SPÉCIFIQUES ET TEMPORAIRES - Régularisation fiscale - L. 27 décembre 2005,FISCAAL RECHT - SPECIFIEKE EN TIJDELIJKE BELASTINGEN - Fiscale regularisatie - W. 27 december 2005,[KUU6]-[KUU6-23]-[KUU6-23-20],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-23,IMPÔTS SPÉCIFIQUES ET TEMPORAIRES,SPECIFIEKE EN TIJDELIJKE BELASTINGEN,KUU6-23-20,Régularisation fiscale - L. 27 décembre 2005,Fiscale regularisatie - W. 27 december 2005,,,,,,
KUD6-23-4,"DROIT FISCAL - IMPÔTS SPÉCIFIQUES ET TEMPORAIRES - Cotisation spéciale sécurité sociale - A.R. n°. 55, 16 juillet 1982","FISCAAL RECHT - SPECIFIEKE EN TIJDELIJKE BELASTINGEN - Bijzondere bijdrage sociale zekerheid - K.B. nr. 55, 16 juli 1982",[KUU6]-[KUU6-23]-[KUU6-23-4],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-23,IMPÔTS SPÉCIFIQUES ET TEMPORAIRES,SPECIFIEKE EN TIJDELIJKE BELASTINGEN,KUU6-23-4,"Cotisation spéciale sécurité sociale - A.R. n°. 55, 16 juillet 1982","Bijzondere bijdrage sociale zekerheid - K.B. nr. 55, 16 juli 1982",,,,,,
KUD6-23-5,"DROIT FISCAL - IMPÔTS SPÉCIFIQUES ET TEMPORAIRES - Zones d'emploi - A.R. n°. 118, 23 décembre 1982","FISCAAL RECHT - SPECIFIEKE EN TIJDELIJKE BELASTINGEN - Tewerkstellingszones - K.B. nr. 118, 23 december 1982",[KUU6]-[KUU6-23]-[KUU6-23-5],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-23,IMPÔTS SPÉCIFIQUES ET TEMPORAIRES,SPECIFIEKE EN TIJDELIJKE BELASTINGEN,KUU6-23-5,"Zones d'emploi - A.R. n°. 118, 23 décembre 1982","Tewerkstellingszones - K.B. nr. 118, 23 december 1982",,,,,,
KUD6-24,DROIT FISCAL - IMPÔTS LOCAUX,FISCAAL RECHT - LOKALE BELASTINGEN,[KUU6]-[KUU6-24],L2,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-24,IMPÔTS LOCAUX,LOKALE BELASTINGEN,,,,,,,,,
KUD6-24-1,DROIT FISCAL - IMPÔTS LOCAUX - Généralités (impôts locaux),FISCAAL RECHT - LOKALE BELASTINGEN - Algemeen (lokale belastingen),[KUU6]-[KUU6-24]-[KUU6-24-1],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-24,IMPÔTS LOCAUX,LOKALE BELASTINGEN,KUU6-24-1,Généralités (impôts locaux),Algemeen (lokale belastingen),,,,,,
KUD6-24-2,DROIT FISCAL - IMPÔTS LOCAUX - Taxes provinciales,FISCAAL RECHT - LOKALE BELASTINGEN - Provinciebelastingen,[KUU6]-[KUU6-24]-[KUU6-24-2],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-24,IMPÔTS LOCAUX,LOKALE BELASTINGEN,KUU6-24-2,Taxes provinciales,Provinciebelastingen,,,,,,
KUD6-24-3,DROIT FISCAL - IMPÔTS LOCAUX - Taxes communales,FISCAAL RECHT - LOKALE BELASTINGEN - Gemeentebelastingen,[KUU6]-[KUU6-24]-[KUU6-24-3],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-24,IMPÔTS LOCAUX,LOKALE BELASTINGEN,KUU6-24-3,Taxes communales,Gemeentebelastingen,,,,,,
KUD6-24-5,DROIT FISCAL - IMPÔTS LOCAUX - Taxes des polders et des wateringues,FISCAAL RECHT - LOKALE BELASTINGEN - Belastingen polders en wateringen,[KUU6]-[KUU6-24]-[KUU6-24-5],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-24,IMPÔTS LOCAUX,LOKALE BELASTINGEN,KUU6-24-5,Taxes des polders et des wateringues,Belastingen polders en wateringen,,,,,,
KUD6-24-6,"DROIT FISCAL - IMPÔTS LOCAUX - Établissement, recouvrement et instances (impôts locaux)","FISCAAL RECHT - LOKALE BELASTINGEN - Vestiging, invordering en geschillen (lokale belastingen)",[KUU6]-[KUU6-24]-[KUU6-24-6],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-24,IMPÔTS LOCAUX,LOKALE BELASTINGEN,KUU6-24-6,"Établissement, recouvrement et instances (impôts locaux)","Vestiging, invordering en geschillen (lokale belastingen)",,,,,,
KUD6-24-7,DROIT FISCAL - IMPÔTS LOCAUX - Autres (impôts locaux),FISCAAL RECHT - LOKALE BELASTINGEN - Andere (lokale belastingen),[KUU6]-[KUU6-24]-[KUU6-24-7],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-24,IMPÔTS LOCAUX,LOKALE BELASTINGEN,KUU6-24-7,Autres (impôts locaux),Andere (lokale belastingen),,,,,,
KUD6-25,DROIT FISCAL - IMPÔTS RÉGIONAUX,FISCAAL RECHT - REGIONALE BELASTINGEN,[KUU6]-[KUU6-25],L2,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-25,IMPÔTS RÉGIONAUX,REGIONALE BELASTINGEN,,,,,,,,,
KUD6-25-1,DROIT FISCAL - IMPÔTS RÉGIONAUX - Généralités (impôts régionaux),FISCAAL RECHT - REGIONALE BELASTINGEN - Algemeen (regionale belastingen),[KUU6]-[KUU6-25]-[KUU6-25-1],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-25,IMPÔTS RÉGIONAUX,REGIONALE BELASTINGEN,KUU6-25-1,Généralités (impôts régionaux),Algemeen (regionale belastingen),,,,,,
KUD6-25-2,DROIT FISCAL - IMPÔTS RÉGIONAUX - Région flamande,FISCAAL RECHT - REGIONALE BELASTINGEN - Vlaanderen,[KUU6]-[KUU6-25]-[KUU6-25-2],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-25,IMPÔTS RÉGIONAUX,REGIONALE BELASTINGEN,KUU6-25-2,Région flamande,Vlaanderen,,,,,,
KUD6-25-3,DROIT FISCAL - IMPÔTS RÉGIONAUX - Région wallonne,FISCAAL RECHT - REGIONALE BELASTINGEN - Waals Gewest,[KUU6]-[KUU6-25]-[KUU6-25-3],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-25,IMPÔTS RÉGIONAUX,REGIONALE BELASTINGEN,KUU6-25-3,Région wallonne,Waals Gewest,,,,,,
KUD6-25-4,DROIT FISCAL - IMPÔTS RÉGIONAUX - Région de Bruxelles-capitale,FISCAAL RECHT - REGIONALE BELASTINGEN - Brussels Hoofdstedelijk Gewest,[KUU6]-[KUU6-25]-[KUU6-25-4],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-25,IMPÔTS RÉGIONAUX,REGIONALE BELASTINGEN,KUU6-25-4,Région de Bruxelles-capitale,Brussels Hoofdstedelijk Gewest,,,,,,
KUD6-25-5,DROIT FISCAL - IMPÔTS RÉGIONAUX - Autres (impôts régionaux),FISCAAL RECHT - REGIONALE BELASTINGEN - Andere (regionale belastingen),[KUU6]-[KUU6-25]-[KUU6-25-5],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-25,IMPÔTS RÉGIONAUX,REGIONALE BELASTINGEN,KUU6-25-5,Autres (impôts régionaux),Andere (regionale belastingen),,,,,,
KUD6-26,DROIT FISCAL - DROIT FISCAL PÉNAL,FISCAAL RECHT - FISCAAL STRAFRECHT,[KUU6]-[KUU6-26],L2,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-26,DROIT FISCAL PÉNAL,FISCAAL STRAFRECHT,,,,,,,,,
KUD6-26-1,DROIT FISCAL - DROIT FISCAL PÉNAL - Généralités (droit fiscal pénal),FISCAAL RECHT - FISCAAL STRAFRECHT - Algemeen (fiscaal strafrecht),[KUU6]-[KUU6-26]-[KUU6-26-1],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-26,DROIT FISCAL PÉNAL,FISCAAL STRAFRECHT,KUU6-26-1,Généralités (droit fiscal pénal),Algemeen (fiscaal strafrecht),,,,,,
KUD6-26-2,DROIT FISCAL - DROIT FISCAL PÉNAL - Application,FISCAAL RECHT - FISCAAL STRAFRECHT - Toepassing,[KUU6]-[KUU6-26]-[KUU6-26-2],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-26,DROIT FISCAL PÉNAL,FISCAAL STRAFRECHT,KUU6-26-2,Application,Toepassing,,,,,,
KUD6-27,DROIT FISCAL - DROIT EUROPÉEN - IMPÔTS,FISCAAL RECHT - EUROPEES RECHT - BELASTINGEN,[KUU6]-[KUU6-27],L2,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-27,DROIT EUROPÉEN - IMPÔTS,EUROPEES RECHT - BELASTINGEN,,,,,,,,,
KUD6-27-1,DROIT FISCAL - DROIT EUROPÉEN - IMPÔTS - Traité CE (dispositions droit fiscal),FISCAAL RECHT - EUROPEES RECHT - BELASTINGEN - EG- Verdrag (bepalingen belastingrecht),[KUU6]-[KUU6-27]-[KUU6-27-1],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-27,DROIT EUROPÉEN - IMPÔTS,EUROPEES RECHT - BELASTINGEN,KUU6-27-1,Traité CE (dispositions droit fiscal),EG- Verdrag (bepalingen belastingrecht),,,,,,
KUD6-27-2,DROIT FISCAL - DROIT EUROPÉEN - IMPÔTS - Réglementation dérivée,FISCAAL RECHT - EUROPEES RECHT - BELASTINGEN - Afgeleide regelgeving,[KUU6]-[KUU6-27]-[KUU6-27-2],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-27,DROIT EUROPÉEN - IMPÔTS,EUROPEES RECHT - BELASTINGEN,KUU6-27-2,Réglementation dérivée,Afgeleide regelgeving,,,,,,
KUD6-27-2-1,DROIT FISCAL - DROIT EUROPÉEN - IMPÔTS - Réglementation dérivée - Généralités,FISCAAL RECHT - EUROPEES RECHT - BELASTINGEN - Afgeleide regelgeving - Algemeen,[KUU6]-[KUU6-27]-[KUU6-27-2]-[KUU6-27-2-1],L4,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-27,DROIT EUROPÉEN - IMPÔTS,EUROPEES RECHT - BELASTINGEN,KUU6-27-2,Réglementation dérivée,Afgeleide regelgeving,KUU6-27-2-1,Généralités,Algemeen,,,
KUD6-27-2-5,DROIT FISCAL - DROIT EUROPÉEN - IMPÔTS - Réglementation dérivée - Autres,FISCAAL RECHT - EUROPEES RECHT - BELASTINGEN - Afgeleide regelgeving - Andere,[KUU6]-[KUU6-27]-[KUU6-27-2]-[KUU6-27-2-5],L4,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-27,DROIT EUROPÉEN - IMPÔTS,EUROPEES RECHT - BELASTINGEN,KUU6-27-2,Réglementation dérivée,Afgeleide regelgeving,KUU6-27-2-5,Autres,Andere,,,
KUD6-28,DROIT FISCAL - DROIT FISCAL INTERNATIONAL,FISCAAL RECHT - INTERNATIONAAL BELASTINGSRECHT,[KUU6]-[KUU6-28],L2,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-28,DROIT FISCAL INTERNATIONAL,INTERNATIONAAL BELASTINGSRECHT,,,,,,,,,
KUD6-28-1,DROIT FISCAL - DROIT FISCAL INTERNATIONAL - Généralités (droit fiscal international),FISCAAL RECHT - INTERNATIONAAL BELASTINGSRECHT - Algemeen (internationaal belastingsrecht),[KUU6]-[KUU6-28]-[KUU6-28-1],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-28,DROIT FISCAL INTERNATIONAL,INTERNATIONAAL BELASTINGSRECHT,KUU6-28-1,Généralités (droit fiscal international),Algemeen (internationaal belastingsrecht),,,,,,
KUD6-28-2,DROIT FISCAL - DROIT FISCAL INTERNATIONAL - Conventions doubles impositions,FISCAAL RECHT - INTERNATIONAAL BELASTINGSRECHT - Dubbelbelastingverdragen,[KUU6]-[KUU6-28]-[KUU6-28-2],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-28,DROIT FISCAL INTERNATIONAL,INTERNATIONAAL BELASTINGSRECHT,KUU6-28-2,Conventions doubles impositions,Dubbelbelastingverdragen,,,,,,
KUD6-28-3,DROIT FISCAL - DROIT FISCAL INTERNATIONAL - Travailleurs transfrontaliers,FISCAAL RECHT - INTERNATIONAAL BELASTINGSRECHT - Grensarbeiders,[KUU6]-[KUU6-28]-[KUU6-28-3],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-28,DROIT FISCAL INTERNATIONAL,INTERNATIONAAL BELASTINGSRECHT,KUU6-28-3,Travailleurs transfrontaliers,Grensarbeiders,,,,,,
KUD6-28-4,DROIT FISCAL - DROIT FISCAL INTERNATIONAL - Autres (droit fiscal international),FISCAAL RECHT - INTERNATIONAAL BELASTINGSRECHT - Andere (internationaal belastingsrecht),[KUU6]-[KUU6-28]-[KUU6-28-4],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-28,DROIT FISCAL INTERNATIONAL,INTERNATIONAAL BELASTINGSRECHT,KUU6-28-4,Autres (droit fiscal international),Andere (internationaal belastingsrecht),,,,,,
KUD6-3,DROIT FISCAL - IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES,FISCAAL RECHT - INKOMSTENBELASTING - VENNOOTSCHAPPEN,[KUU6]-[KUU6-3],L2,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-3,IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES,INKOMSTENBELASTING - VENNOOTSCHAPPEN,,,,,,,,,
KUD6-3-1,DROIT FISCAL - IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES - Généralités (impôt sur les revenus - impôt des sociétés),FISCAAL RECHT - INKOMSTENBELASTING - VENNOOTSCHAPPEN - Algemeen (inkomstenbelasting - vennootschappen),[KUU6]-[KUU6-3]-[KUU6-3-1],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-3,IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES,INKOMSTENBELASTING - VENNOOTSCHAPPEN,KUU6-3-1,Généralités (impôt sur les revenus - impôt des sociétés),Algemeen (inkomstenbelasting - vennootschappen),,,,,,
KUD6-3-2,DROIT FISCAL - IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES - Sociétés assujetties,FISCAAL RECHT - INKOMSTENBELASTING - VENNOOTSCHAPPEN - Onderworpen vennootschappen,[KUU6]-[KUU6-3]-[KUU6-3-2],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-3,IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES,INKOMSTENBELASTING - VENNOOTSCHAPPEN,KUU6-3-2,Sociétés assujetties,Onderworpen vennootschappen,,,,,,
KUD6-3-3,DROIT FISCAL - IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES - Assiette,FISCAAL RECHT - INKOMSTENBELASTING - VENNOOTSCHAPPEN - Grondslag,[KUU6]-[KUU6-3]-[KUU6-3-3],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-3,IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES,INKOMSTENBELASTING - VENNOOTSCHAPPEN,KUU6-3-3,Assiette,Grondslag,,,,,,
KUD6-3-3-2,DROIT FISCAL - IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES - Assiette - Base de l'impôt,FISCAAL RECHT - INKOMSTENBELASTING - VENNOOTSCHAPPEN - Grondslag - Belastinggrondslag,[KUU6]-[KUU6-3]-[KUU6-3-3]-[KUU6-3-3-2],L4,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-3,IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES,INKOMSTENBELASTING - VENNOOTSCHAPPEN,KUU6-3-3,Assiette,Grondslag,KUU6-3-3-2,Base de l'impôt,Belastinggrondslag,,,
KUD6-3-3-3,DROIT FISCAL - IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES - Assiette - Revenus exonérés,FISCAAL RECHT - INKOMSTENBELASTING - VENNOOTSCHAPPEN - Grondslag - Vrijgestelde inkomsten,[KUU6]-[KUU6-3]-[KUU6-3-3]-[KUU6-3-3-3],L4,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-3,IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES,INKOMSTENBELASTING - VENNOOTSCHAPPEN,KUU6-3-3,Assiette,Grondslag,KUU6-3-3-3,Revenus exonérés,Vrijgestelde inkomsten,,,
KUD6-3-3-4,DROIT FISCAL - IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES - Assiette - Détermination du montant net du revenu,FISCAAL RECHT - INKOMSTENBELASTING - VENNOOTSCHAPPEN - Grondslag - Vaststelling netto-inkomen,[KUU6]-[KUU6-3]-[KUU6-3-3]-[KUU6-3-3-4],L4,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-3,IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES,INKOMSTENBELASTING - VENNOOTSCHAPPEN,KUU6-3-3,Assiette,Grondslag,KUU6-3-3-4,Détermination du montant net du revenu,Vaststelling netto-inkomen,,,
KUD6-3-4,DROIT FISCAL - IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES - Calcul impôt des sociétés,FISCAAL RECHT - INKOMSTENBELASTING - VENNOOTSCHAPPEN - Berekening vennootschapsbelasting,[KUU6]-[KUU6-3]-[KUU6-3-4],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-3,IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES,INKOMSTENBELASTING - VENNOOTSCHAPPEN,KUU6-3-4,Calcul impôt des sociétés,Berekening vennootschapsbelasting,,,,,,
KUD6-3-4-1,DROIT FISCAL - IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES - Calcul impôt des sociétés - Généralités,FISCAAL RECHT - INKOMSTENBELASTING - VENNOOTSCHAPPEN - Berekening vennootschapsbelasting - Algemeen,[KUU6]-[KUU6-3]-[KUU6-3-4]-[KUU6-3-4-1],L4,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-3,IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES,INKOMSTENBELASTING - VENNOOTSCHAPPEN,KUU6-3-4,Calcul impôt des sociétés,Berekening vennootschapsbelasting,KUU6-3-4-1,Généralités,Algemeen,,,
KUD6-3-4-3,DROIT FISCAL - IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES - Calcul impôt des sociétés - Cotisations distinctes,FISCAAL RECHT - INKOMSTENBELASTING - VENNOOTSCHAPPEN - Berekening vennootschapsbelasting - Afzonderlijke aanslagen,[KUU6]-[KUU6-3]-[KUU6-3-4]-[KUU6-3-4-3],L4,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-3,IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES,INKOMSTENBELASTING - VENNOOTSCHAPPEN,KUU6-3-4,Calcul impôt des sociétés,Berekening vennootschapsbelasting,KUU6-3-4-3,Cotisations distinctes,Afzonderlijke aanslagen,,,
KUD6-3-4-4,DROIT FISCAL - IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES - Calcul impôt des sociétés - Autres,FISCAAL RECHT - INKOMSTENBELASTING - VENNOOTSCHAPPEN - Berekening vennootschapsbelasting - Andere,[KUU6]-[KUU6-3]-[KUU6-3-4]-[KUU6-3-4-4],L4,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-3,IMPÔT SUR LES REVENUS - IMPÔT DES SOCIÉTES,INKOMSTENBELASTING - VENNOOTSCHAPPEN,KUU6-3-4,Calcul impôt des sociétés,Berekening vennootschapsbelasting,KUU6-3-4-4,Autres,Andere,,,
KUD6-4,DROIT FISCAL - IMPÔT SUR LES REVENUS - PERSONNES MORALES,FISCAAL RECHT - INKOMSTENBELASTING - RECHTSPERSONEN,[KUU6]-[KUU6-4],L2,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-4,IMPÔT SUR LES REVENUS - PERSONNES MORALES,INKOMSTENBELASTING - RECHTSPERSONEN,,,,,,,,,
KUD6-4-2,DROIT FISCAL - IMPÔT SUR LES REVENUS - PERSONNES MORALES - Personnes morales assujetties,FISCAAL RECHT - INKOMSTENBELASTING - RECHTSPERSONEN - Onderworpen rechtspersonen,[KUU6]-[KUU6-4]-[KUU6-4-2],L3,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-4,IMPÔT SUR LES REVENUS - PERSONNES MORALES,INKOMSTENBELASTING - RECHTSPERSONEN,KUU6-4-2,Personnes morales assujetties,Onderworpen rechtspersonen,,,,,,
KUD6-5,DROIT FISCAL - IMPÔT SUR LES REVENUS - IMPÔT DES NON-RÉSIDENTS,FISCAAL RECHT - INKOMSTENBELASTING - NIET-INWONERS,[KUU6]-[KUU6-5],L2,KUU6,DROIT FISCAL,FISCAAL RECHT,KUU6-5,IMPÔT SUR LES REVENUS - IMPÔT DES NON-RÉSIDENTS,INKOMSTENBELASTING - NIET-INWONERS,,,,,,,,,
